sport,pattern_id,sources_combo,market_type,direction,stat_type,n,wins,losses,pushes,win_rate,wilson_lower,units,roi,avg_odds,roi_eligible_count,confidence_bucket,recommendation
NBA,NBA|covers|spread,covers,spread,team,,26,12,14,0,0.4615,0.2876,-3.75,-0.1787,-83.1,15,watchlist,needs_more_sample
NBA,NBA|action|betql|sportsline|spread,action|betql|sportsline,spread,NYK,,27,14,12,1,0.5385,0.3546,-6.52,-0.3429,-110.0,10,watchlist,needs_more_sample
NBA,NBA|juicereel_nukethebooks|juicereel_sxebets|player_prop,juicereel_nukethebooks|juicereel_sxebets,player_prop,OVER,,27,10,15,2,0.4,0.234,-8.12,-0.3247,-45.2,19,watchlist,needs_more_sample
NBA,NBA|betql|dimers|spread,betql|dimers,spread,IND,,25,8,17,0,0.32,0.172,-14.74,-0.6698,6.8,17,watchlist,needs_more_sample
NBA,NBA|action|betql|dimers|total,action|betql|dimers,total,UNDER,,25,13,11,1,0.5417,0.3507,-9.61,-0.7388,1.2,4,insufficient_sample,needs_more_sample
NBA,NBA|dimers|sportsline|moneyline,dimers|sportsline,moneyline,team,,24,15,9,0,0.625,0.4271,1.35,0.0562,-134.9,3,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_props|player_prop,action|bettingpros_props,player_prop,UNDER,,24,15,9,0,0.625,0.4271,4.23,0.1841,-72.4,23,insufficient_sample,needs_more_sample
NBA,NBA|covers|juicereel_sxebets|player_prop,covers|juicereel_sxebets,player_prop,UNDER,,23,11,12,0,0.4783,0.2924,-5.25,-0.25,32.4,14,insufficient_sample,needs_more_sample
NBA,NBA|covers|sportsline|player_prop,covers|sportsline,player_prop,OVER,,22,14,7,1,0.6667,0.4537,6.56,0.2982,-33.3,16,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_props|covers|player_prop,bettingpros_props|covers,player_prop,OVER,,21,16,5,0,0.7619,0.5491,9.56,0.4552,-60.9,21,insufficient_sample,needs_more_sample
NBA,NBA|action|oddstrader|sportsline|spread,action|oddstrader|sportsline,spread,,,20,8,12,0,0.4,0.2188,-8.54,-0.5338,-111.1,4,insufficient_sample,needs_more_sample
NBA,NBA|covers|dimers|player_prop,covers|dimers,player_prop,OVER,,20,12,8,0,0.6,0.3866,4.7,0.2351,27.8,20,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_sxebets|oddstrader|player_prop,juicereel_sxebets|oddstrader,player_prop,UNDER,,20,13,7,0,0.65,0.4329,2.48,0.1773,313.8,10,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|total,action|covers,total,UNDER,,19,14,5,0,0.7368,0.5121,-2.13,-0.2667,-107.2,4,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|spread,action|covers,spread,team,,19,6,13,0,0.3158,0.1536,-10.32,-0.6453,-79.3,7,insufficient_sample,needs_more_sample
NBA,NBA|action|oddstrader|vegasinsider|spread,action|oddstrader|vegasinsider,spread,LAL,,19,7,12,0,0.3684,0.1915,-6.02,-0.3539,29.3,13,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|spread,action|betql|bettingpros_experts,spread,TOR,,18,10,8,0,0.5556,0.3372,-4.23,-0.3528,-53.3,2,insufficient_sample,needs_more_sample
NBA,NBA|covers|total,covers,total,UNDER,,18,8,10,0,0.4444,0.2456,-4.69,-0.2929,-110.2,14,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|vegasinsider|spread,action|covers|vegasinsider,spread,CHA,,18,10,8,0,0.5556,0.3372,-0.87,-0.0581,-103.8,12,insufficient_sample,needs_more_sample
NBA,NBA|action|sportsline|player_prop,action|sportsline,player_prop,OVER,,18,9,9,0,0.5,0.2903,0.02,0.0011,-18.7,18,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|sportsline|spread,bettingpros_experts|sportsline,spread,AWAY,,18,7,11,0,0.3889,0.203,-4.85,-0.2694,-88.0,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_props|sportsline|player_prop,bettingpros_props|sportsline,player_prop,OVER,,18,18,0,0,1.0,0.8241,17.22,0.9564,-53.9,18,insufficient_sample,needs_more_sample
NBA,NBA|betql|juicereel_nukethebooks|player_prop,betql|juicereel_nukethebooks,player_prop,OVER,,17,7,10,0,0.4118,0.2161,-5.56,-0.3707,-93.0,11,insufficient_sample,needs_more_sample
NBA,NBA|action|vegasinsider|moneyline,action|vegasinsider,moneyline,NYK,,17,9,8,0,0.5294,0.3096,-2.23,-0.1716,39.6,9,insufficient_sample,needs_more_sample
NBA,NBA|dimers|oddstrader|spread,dimers|oddstrader,spread,PHI,,17,12,5,0,0.7059,0.4687,-0.14,-0.0141,-104.1,6,insufficient_sample,needs_more_sample
NBA,NBA|dimers|oddstrader|total,dimers|oddstrader,total,over,,17,10,7,0,0.5882,0.3601,-1.56,-0.13,-39.8,1,insufficient_sample,needs_more_sample
NBA,NBA|sportsline|team_total,sportsline,team_total,UNDER,,16,10,6,0,0.625,0.3864,3.0,0.1874,-113.4,0,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|dimers|spread,action|betql|dimers,spread,CHI,,15,15,0,0,1.0,0.7961,7.81,0.9765,-79.4,8,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|moneyline,action|bettingpros_experts,moneyline,,,15,4,11,0,0.2667,0.109,-7.91,-0.5648,-3.7,3,insufficient_sample,needs_more_sample
NBA,NBA|covers|moneyline,covers,moneyline,LAC,,15,5,10,0,0.3333,0.1518,-4.77,-0.3404,51.1,13,insufficient_sample,needs_more_sample
NBA,NBA|action|sportsline|total,action|sportsline,total,over,,15,5,10,0,0.3333,0.1518,-8.35,-0.696,-110.7,6,insufficient_sample,needs_more_sample
NBA,NBA|dimers|vegasinsider|spread,dimers|vegasinsider,spread,,,15,5,10,0,0.3333,0.1518,-6.38,-0.4556,-60.2,11,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|dimers|vegasinsider|spread,action|betql|dimers|vegasinsider,spread,BKN,,16,8,7,1,0.5333,0.3012,-3.28,-0.2729,-85.6,8,insufficient_sample,needs_more_sample
NBA,NBA|action|vegasinsider|total,action|vegasinsider,total,UNDER,,15,11,3,1,0.7857,0.5241,-1.14,-0.19,-110.0,3,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|vegasinsider|spread,action|dimers|vegasinsider,spread,,,14,8,6,0,0.5714,0.3259,-2.08,-0.2085,-57.1,8,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|oddstrader|player_prop,betql|covers|oddstrader,player_prop,UNDER,,14,6,8,0,0.4286,0.2138,-3.49,-0.2688,-77.5,13,insufficient_sample,needs_more_sample
NBA,NBA|vegasinsider|total,vegasinsider,total,UNDER,,14,8,6,0,0.5714,0.3259,0.51,0.0392,-111.2,10,insufficient_sample,needs_more_sample
NBA,NBA|dimers|oddstrader|moneyline,dimers|oddstrader,moneyline,team,,13,5,8,0,0.3846,0.1771,-4.83,-0.4832,193.3,5,insufficient_sample,needs_more_sample
NBA,NBA|vegasinsider|spread,vegasinsider,spread,,,13,7,6,0,0.5385,0.2914,0.37,0.0284,-110.2,13,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|total,action|betql|bettingpros_experts,total,UNDER,,12,6,6,0,0.5,0.2538,-6.3,-1.05,-137.5,1,insufficient_sample,needs_more_sample
NBA,NBA|sportsline|vegasinsider|spread,sportsline|vegasinsider,spread,LAC,,12,12,0,0,1.0,0.7575,9.44,0.9444,-111.9,8,insufficient_sample,needs_more_sample
NBA,NBA|vegasinsider|player_prop,vegasinsider,player_prop,OVER,,12,4,8,0,0.3333,0.1381,-3.65,-0.3041,-29.8,12,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|dimers|oddstrader|spread,bettingpros_experts|dimers|oddstrader,spread,team,,12,2,10,0,0.1667,0.047,-9.23,-0.839,-49.8,7,insufficient_sample,needs_more_sample
NBA,NBA|dimers|sportsline|spread,dimers|sportsline,spread,SAC,,13,5,7,1,0.4167,0.1933,-3.33,-0.2777,-83.8,2,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|moneyline,action|bettingpros_experts|dimers,moneyline,,,11,8,3,0,0.7273,0.4343,0.94,0.1171,-149.3,3,insufficient_sample,needs_more_sample
NBA,NBA|action|oddstrader|total,action|oddstrader,total,over,,11,5,6,0,0.4545,0.2127,-4.14,-0.5175,-108.0,4,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|total,betql|bettingpros_experts,total,UNDER,,11,7,4,0,0.6364,0.3538,-3.07,-0.5117,-500057.5,0,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|vegasinsider|spread,action|bettingpros_experts|vegasinsider,spread,ORL,,11,9,2,0,0.8182,0.523,4.33,0.4807,-120.9,5,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|dimers|moneyline,bettingpros_experts|dimers,moneyline,team,,10,7,3,0,0.7,0.3968,4.2,0.4198,106.0,3,insufficient_sample,needs_more_sample
NBA,NBA|oddstrader|sportsline|spread,oddstrader|sportsline,spread,SAS,,10,7,3,0,0.7,0.3968,-0.19,-0.0323,-110.5,1,insufficient_sample,needs_more_sample
NBA,NBA|covers|dimers|spread,covers|dimers,spread,MIN,,10,7,3,0,0.7,0.3968,1.81,0.201,-96.8,8,insufficient_sample,needs_more_sample
NBA,NBA|betql|vegasinsider|spread,betql|vegasinsider,spread,,,10,3,7,0,0.3,0.1078,-6.22,-0.7776,-109.2,5,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|juicereel_sxebets|player_prop,betql|covers|juicereel_sxebets,player_prop,UNDER,,10,8,2,0,0.8,0.4902,10.54,1.0539,-25.4,7,insufficient_sample,needs_more_sample
NBA,NBA|action|oddstrader|player_prop,action|oddstrader,player_prop,OVER,,10,7,3,0,0.7,0.3968,3.39,0.3394,-73.2,10,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_nukethebooks|total,juicereel_nukethebooks,total,UNDER,,10,8,2,0,0.8,0.4902,5.54,0.554,-110.0,10,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|moneyline,bettingpros_5star,moneyline,CHI,,10,1,9,0,0.1,0.0179,-1.2,-0.1195,1031.0,10,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|dimers|sportsline|spread,action|betql|dimers|sportsline,spread,,,9,6,3,0,0.6667,0.3542,-1.86,-0.3716,0.3,3,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|sportsline|spread,action|bettingpros_experts|sportsline,spread,team,,9,3,6,0,0.3333,0.1206,-4.36,-0.5449,-112.5,2,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|oddstrader|vegasinsider|spread,action|bettingpros_experts|oddstrader|vegasinsider,spread,DEN,,9,3,6,0,0.3333,0.1206,-4.51,-0.5636,-120.0,3,insufficient_sample,needs_more_sample
NBA,NBA|betql|dimers|vegasinsider|spread,betql|dimers|vegasinsider,spread,CHI,,9,5,4,0,0.5556,0.2666,-1.76,-0.251,-26.1,7,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|dimers|player_prop,betql|covers|dimers,player_prop,OVER,,8,7,1,0,0.875,0.5291,6.11,0.7635,2.9,8,insufficient_sample,needs_more_sample
NBA,NBA|betql|oddstrader|spread,betql|oddstrader,spread,DAL,,8,4,4,0,0.5,0.2152,-2.05,-0.3413,-103.3,3,insufficient_sample,needs_more_sample
NBA,NBA|action|juicereel_nukethebooks|moneyline,action|juicereel_nukethebooks,moneyline,LAL,,8,6,2,0,0.75,0.4093,-2.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|oddstrader|spread,action|bettingpros_experts|oddstrader,spread,ATL,,8,6,2,0,0.75,0.4093,-0.32,-0.08,-126.7,0,insufficient_sample,needs_more_sample
NBA,NBA|dimers|oddstrader|player_prop,dimers|oddstrader,player_prop,OVER,,8,4,4,0,0.5,0.2152,-0.82,-0.1171,10.8,4,insufficient_sample,needs_more_sample
NBA,NBA|covers|vegasinsider|spread,covers|vegasinsider,spread,CHA,,8,2,6,0,0.25,0.0715,-3.66,-0.457,-99.6,8,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_nukethebooks|sportsline|player_prop,juicereel_nukethebooks|sportsline,player_prop,OVER,,8,7,1,0,0.875,0.5291,5.68,0.7096,-58.2,7,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_nukethebooks|moneyline,juicereel_nukethebooks,moneyline,IND PACERS,,8,2,6,0,0.25,0.0715,-3.2,-0.3998,19.0,7,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|covers|spread,action|betql|covers,spread,HOU,,8,3,5,0,0.375,0.1368,-3.11,-0.4443,-108.3,3,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|vegasinsider|spread,action|betql|bettingpros_experts|vegasinsider,spread,PHX,,8,6,2,0,0.75,0.4093,1.51,0.2512,-84.6,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|bettingpros_experts|oddstrader|total,bettingpros_5star|bettingpros_experts|oddstrader,total,UNDER,,8,4,4,0,0.5,0.2152,-1.83,-0.2609,-111.0,1,insufficient_sample,needs_more_sample
NBA,NBA|betql|dimers|oddstrader|spread,betql|dimers|oddstrader,spread,team,,7,5,2,0,0.7143,0.3589,1.19,0.199,-16.5,5,insufficient_sample,needs_more_sample
NBA,NBA|oddstrader|sportsline|moneyline,oddstrader|sportsline,moneyline,NYK,,7,4,3,0,0.5714,0.2505,-1.34,-0.2672,-65.3,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|spread,betql|covers,spread,MIN,,7,3,4,0,0.4286,0.1582,-1.41,-0.235,-79.7,3,insufficient_sample,needs_more_sample
NBA,NBA|vegasinsider|moneyline,vegasinsider,moneyline,,,7,4,3,0,0.5714,0.2505,1.98,0.283,120.0,7,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|dimers|vegasinsider|spread,action|covers|dimers|vegasinsider,spread,LAC,,7,3,4,0,0.4286,0.1582,-2.04,-0.3408,-2.8,3,insufficient_sample,needs_more_sample
NBA,NBA|betql|sportsline|total,betql|sportsline,total,OVER,,7,2,5,0,0.2857,0.0822,-5.07,-1.014,-114.0,1,insufficient_sample,needs_more_sample
NBA,NBA|covers|vegasinsider|player_prop,covers|vegasinsider,player_prop,OVER,,6,4,2,0,0.6667,0.3,2.39,0.398,-0.2,6,insufficient_sample,needs_more_sample
NBA,NBA|action|juicereel_sxebets|moneyline,action|juicereel_sxebets,moneyline,BOS,,6,5,1,0,0.8333,0.4365,-1.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_nukethebooks|oddstrader|player_prop,juicereel_nukethebooks|oddstrader,player_prop,UNDER,,6,2,4,0,0.3333,0.0968,-2.56,-0.5118,-112.5,3,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|sportsline|total,action|bettingpros_experts|sportsline,total,under,,6,2,4,0,0.3333,0.0968,-2.81,-0.563,-14.3,1,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|covers|spread,action|bettingpros_experts|covers,spread,MEM,,6,4,2,0,0.6667,0.3,-0.19,-0.0475,-113.3,1,insufficient_sample,needs_more_sample
NBA,NBA|betql|sportsline|player_prop,betql|sportsline,player_prop,OVER,,6,4,2,0,0.6667,0.3,1.78,0.296,-74.5,6,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|dimers|spread,bettingpros_experts|dimers,spread,team,,6,2,4,0,0.3333,0.0968,-2.02,-0.337,-34.0,3,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|sportsline|vegasinsider|spread,action|bettingpros_experts|sportsline|vegasinsider,spread,CLE,,6,0,6,0,0.0,0.0,-6.29,-1.0483,-115.5,2,insufficient_sample,needs_more_sample
NBA,NBA|oddstrader|sportsline|player_prop,oddstrader|sportsline,player_prop,OVER,,6,5,1,0,0.8333,0.4365,3.33,0.5552,-126.0,6,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|vegasinsider|spread,bettingpros_experts|vegasinsider,spread,,,6,4,2,0,0.6667,0.3,1.3,0.2175,-135.8,3,insufficient_sample,needs_more_sample
NBA,NBA|dimers|vegasinsider|moneyline,dimers|vegasinsider,moneyline,team,,6,3,3,0,0.5,0.1876,-1.91,-0.383,-146.4,4,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|covers|vegasinsider|spread,action|bettingpros_experts|covers|vegasinsider,spread,DET,,6,4,2,0,0.6667,0.3,0.88,0.1764,-56.2,3,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|covers|dimers|oddstrader|spread,action|bettingpros_experts|covers|dimers|oddstrader,spread,WAS,,6,2,4,0,0.3333,0.0968,-3.03,-0.6066,-1.5,2,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|dimers|spread,action|covers|dimers,spread,DET,,6,3,3,0,0.5,0.1876,-1.95,-0.4878,37.0,3,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|dimers|moneyline,bettingpros_5star|dimers,moneyline,team,,6,0,6,0,0.0,0.0,-3.0,-0.5,955.2,4,insufficient_sample,needs_more_sample
NBA,NBA|action|juicereel_nukethebooks|spread,action|juicereel_nukethebooks,spread,DET,,6,4,2,0,0.6667,0.3,-1.04,-0.3483,-110.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|covers|player_prop,action|betql|covers,player_prop,UNDER,,5,0,5,0,0.0,-0.0,-5.05,-1.01,-104.0,3,insufficient_sample,needs_more_sample
NBA,NBA|action|sportsline|vegasinsider|total,action|sportsline|vegasinsider,total,OVER,,5,3,2,0,0.6,0.2307,-2.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|juicereel_nukethebooks|player_prop,betql|covers|juicereel_nukethebooks,player_prop,OVER,,5,3,2,0,0.6,0.2307,0.76,0.152,33.0,3,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|sportsline|vegasinsider|spread,action|covers|sportsline|vegasinsider,spread,DEN,,5,2,3,0,0.4,0.1176,-2.12,-0.53,-112.5,2,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|juicereel_nukethebooks|player_prop,action|betql|juicereel_nukethebooks,player_prop,UNDER,,5,3,2,0,0.6,0.2307,-0.98,-0.328,-31.3,3,insufficient_sample,needs_more_sample
NBA,NBA|covers|juicereel_nukethebooks|player_prop,covers|juicereel_nukethebooks,player_prop,OVER,,5,5,0,0,1.0,0.5655,2.98,0.7443,-120.0,2,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|oddstrader|player_prop,action|covers|oddstrader,player_prop,OVER,,5,2,3,0,0.4,0.1176,-2.3,-0.5745,-117.0,4,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|bettingpros_experts|total,bettingpros_5star|bettingpros_experts,total,UNDER,,5,2,3,0,0.4,0.1176,-1.49,-0.2978,-132.2,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|covers|player_prop,bettingpros_experts|covers,player_prop,OVER,,6,1,4,1,0.2,0.0362,-3.19,-0.5308,46.6,5,insufficient_sample,needs_more_sample
NBA,NBA|betql|oddstrader|total,betql|oddstrader,total,UNDER,,5,4,1,0,0.8,0.3755,-1.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|sportsline|moneyline,bettingpros_experts|sportsline,moneyline,HOME,,5,5,0,0,1.0,0.5655,3.95,0.7898,-164.4,0,insufficient_sample,needs_more_sample
MLB,MLB|bettingpros_props|player_prop,bettingpros_props,player_prop,UNDER,,5,4,1,0,0.8,0.3755,2.52,0.5046,-84.6,0,insufficient_sample,needs_more_sample
NBA,NBA|action|juicereel_nukethebooks|juicereel_sxebets|player_prop,action|juicereel_nukethebooks|juicereel_sxebets,player_prop,UNDER,,5,0,4,1,0.0,0.0,-4.01,-0.802,7.5,2,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|oddstrader|total,action|betql|oddstrader,total,OVER,,4,2,2,0,0.5,0.15,-2.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|sportsline|spread,action|covers|sportsline,spread,BOS,,4,2,2,0,0.5,0.15,-2.05,-1.025,-110.0,0,insufficient_sample,needs_more_sample
NBA,NBA|covers|dimers|vegasinsider|moneyline,covers|dimers|vegasinsider,moneyline,DET,,4,2,2,0,0.5,0.15,-0.26,-0.0648,-113.8,2,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|vegasinsider|moneyline,action|dimers|vegasinsider,moneyline,TOR,,4,0,4,0,0.0,0.0,-4.19,-1.0475,-114.0,2,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|oddstrader|moneyline,action|bettingpros_experts|oddstrader,moneyline,MIA,,4,4,0,0,1.0,0.5101,1.68,0.84,-60.0,0,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|dimers|sportsline|vegasinsider|spread,action|betql|dimers|sportsline|vegasinsider,spread,IND,,4,0,4,0,0.0,0.0,-4.12,-1.03,-108.0,2,insufficient_sample,needs_more_sample
NBA,NBA|betql|vegasinsider|total,betql|vegasinsider,total,OVER,,4,3,1,0,0.75,0.3006,-1.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|total,action|bettingpros_experts|dimers,total,under,,4,2,2,0,0.5,0.15,-1.0,-0.3343,,2,insufficient_sample,needs_more_sample
NBA,NBA|betql|dimers|oddstrader|total,betql|dimers|oddstrader,total,UNDER,,4,2,2,0,0.5,0.15,-2.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_sxebets|moneyline,juicereel_sxebets,moneyline,Memphis Grizzlies 6.5,,4,0,4,0,0.0,0.0,-4.1,-1.025,-55.0,4,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|dimers|spread,betql|covers|dimers,spread,DAL,,4,0,4,0,0.0,0.0,-4.06,-1.015,-37.7,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|covers|spread,bettingpros_experts|covers,spread,MIA,,4,2,2,0,0.5,0.15,-0.22,-0.056,-112.2,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros|bettingpros_experts|oddstrader|moneyline,bettingpros|bettingpros_experts|oddstrader,moneyline,MIL,,4,1,3,0,0.25,0.0456,-2.17,-0.5425,11.8,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros|bettingpros_experts|oddstrader|spread,bettingpros|bettingpros_experts|oddstrader,spread,BOS,,4,2,2,0,0.5,0.15,0.5,0.126,85.0,0,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros|bettingpros_experts|total,action|bettingpros|bettingpros_experts,total,UNDER,,4,0,4,0,0.0,0.0,-4.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|dimers|juicereel_nukethebooks|player_prop,dimers|juicereel_nukethebooks,player_prop,OVER,,4,2,2,0,0.5,0.15,-0.3,-0.0745,116.5,3,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|bettingpros_experts|dimers|oddstrader|moneyline,bettingpros_5star|bettingpros_experts|dimers|oddstrader,moneyline,IND,,4,0,4,0,0.0,0.0,-2.21,-0.5525,654.7,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|oddstrader|moneyline,bettingpros_5star|oddstrader,moneyline,PHI,,4,1,3,0,0.25,0.0456,-3.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|bettingpros_experts|dimers|moneyline,bettingpros_5star|bettingpros_experts|dimers,moneyline,MEM,,4,0,4,0,0.0,0.0,-1.0,-0.25,1084.5,3,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|oddstrader|spread,action|betql|bettingpros_experts|oddstrader,spread,SAS,,4,4,0,0,1.0,0.5101,2.02,1.008,2.5,0,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|vegasinsider|total,action|betql|vegasinsider,total,OVER,,4,2,2,0,0.5,0.15,-2.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|oddstrader|player_prop,betql|bettingpros_experts|oddstrader,player_prop,OVER,,4,2,2,0,0.5,0.15,-1.04,-0.3467,-104.0,2,insufficient_sample,needs_more_sample
NBA,NBA|oddstrader|sportsline|vegasinsider|spread,oddstrader|sportsline|vegasinsider,spread,CHA,,4,4,0,0,1.0,0.5101,1.89,0.9465,-111.5,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|vegasinsider|moneyline,bettingpros_experts|vegasinsider,moneyline,,,4,2,2,0,0.5,0.15,0.5,0.126,129.5,2,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|oddstrader|sportsline|spread,action|bettingpros_experts|oddstrader|sportsline,spread,POR,,4,0,4,0,0.0,0.0,-4.07,-1.0175,-114.0,0,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|oddstrader|sportsline|vegasinsider|spread,action|bettingpros_experts|dimers|oddstrader|sportsline|vegasinsider,spread,DET,,4,4,0,0,1.0,0.5101,2.99,0.998,-33.7,2,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|vegasinsider|moneyline,action|bettingpros_experts|dimers|vegasinsider,moneyline,LAL,,4,0,4,0,0.0,0.0,-4.27,-1.0675,-120.3,2,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|oddstrader|vegasinsider|spread,action|bettingpros_experts|dimers|oddstrader|vegasinsider,spread,team,,4,0,4,0,0.0,0.0,-4.15,-1.0375,-47.0,2,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|juicereel_unitvacuum|vegasinsider|spread,action|dimers|juicereel_unitvacuum|vegasinsider,spread,NOP,,4,4,0,0,1.0,0.5101,2.04,1.0195,4.5,2,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|vegasinsider|spread,action|bettingpros_experts|dimers|vegasinsider,spread,DEN,,4,0,4,0,0.0,0.0,-4.09,-1.0225,-39.7,3,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|dimers|juicereel_unitvacuum|vegasinsider|spread,action|covers|dimers|juicereel_unitvacuum|vegasinsider,spread,MIA,,4,4,0,0,1.0,0.5101,2.97,0.9907,-35.7,3,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|dimers|juicereel_unitvacuum|oddstrader|sportsline|vegasinsider|spread,action|betql|dimers|juicereel_unitvacuum|oddstrader|sportsline|vegasinsider,spread,NOP,,4,0,4,0,0.0,0.0,-4.04,-1.01,-5.0,2,insufficient_sample,needs_more_sample
NBA,NBA|covers|dimers|sportsline|player_prop,covers|dimers|sportsline,player_prop,OVER,,4,0,4,0,0.0,0.0,-3.87,-0.9675,58.2,4,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|juicereel_unitvacuum|sportsline|vegasinsider|spread,action|bettingpros_experts|dimers|juicereel_unitvacuum|sportsline|vegasinsider,spread,ORL,,4,0,4,0,0.0,0.0,-4.43,-1.1075,-86.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|juicereel_unitvacuum|spread,action|juicereel_unitvacuum,spread,MIA,,4,2,2,0,0.5,0.15,-2.02,-1.01,-105.0,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|team_total,bettingpros_experts,team_total,OVER,,4,3,1,0,0.75,0.3006,2.16,0.539,10.5,0,insufficient_sample,needs_more_sample
MLB,MLB|action|covers|moneyline,action|covers,moneyline,,,4,0,4,0,0.0,0.0,-4.43,-1.1075,-133.7,3,insufficient_sample,needs_more_sample
