sport,pattern_id,sources_combo,market_type,direction,stat_type,n,wins,losses,pushes,win_rate,wilson_lower,units,roi,avg_odds,roi_eligible_count,confidence_bucket,recommendation
NBA,NBA|betql|juicereel_nukethebooks,betql|juicereel_nukethebooks,player_prop,OVER,,17,7,10,0,0.4118,0.2161,-5.56,-0.3707,-93.0,11,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts,betql|bettingpros_experts,total,UNDER,,17,12,5,0,0.7059,0.4687,-1.58,-0.1581,-200113.6,1,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|oddstrader,betql|covers|oddstrader,player_prop,UNDER,,16,6,10,0,0.375,0.1848,-5.55,-0.3703,-79.9,14,insufficient_sample,needs_more_sample
NBA,NBA|betql|vegasinsider,betql|vegasinsider,total,OVER,,16,8,8,0,0.5,0.28,-5.24,-0.4765,-106.9,7,insufficient_sample,needs_more_sample
NBA,NBA|betql|sportsline,betql|sportsline,total,OVER,,16,6,10,0,0.375,0.1848,-5.54,-0.396,-71.4,8,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|covers,action|betql|covers,player_prop,UNDER,,15,3,12,0,0.2,0.0705,-10.16,-0.7257,-106.2,6,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|sportsline,action|bettingpros_experts|sportsline,spread,team,,15,5,10,0,0.3333,0.1518,-7.17,-0.5518,-79.8,3,insufficient_sample,needs_more_sample
NBA,NBA|sportsline|vegasinsider,sportsline|vegasinsider,spread,LAC,,15,15,0,0,1.0,0.7961,11.22,0.9351,-114.2,10,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|dimers|vegasinsider,action|betql|dimers|vegasinsider,spread,BKN,,16,8,7,1,0.5333,0.3012,-3.28,-0.2729,-85.6,8,insufficient_sample,needs_more_sample
NBA,NBA|covers|vegasinsider,covers|vegasinsider,player_prop,OVER,,14,6,8,0,0.4286,0.2138,-1.27,-0.0906,-57.0,14,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|oddstrader,action|bettingpros_experts|oddstrader,moneyline,MIA,,14,10,4,0,0.7143,0.4535,-0.67,-0.0837,-72.3,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|dimers|oddstrader,bettingpros_experts|dimers|oddstrader,spread,team,,14,2,12,0,0.1429,0.0401,-11.31,-0.8699,-58.8,8,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|vegasinsider,action|bettingpros_experts|vegasinsider,total,UNDER,,13,11,2,0,0.8462,0.5776,5.23,0.5234,-120.8,5,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|covers,bettingpros_experts|covers,spread,MIA,,14,5,8,1,0.3846,0.1771,-3.71,-0.2651,-23.5,7,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star,bettingpros_5star,total,UNDER,,13,2,11,0,0.1538,0.0433,-2.3,-0.1769,767.5,12,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|dimers,betql|covers|dimers,player_prop,OVER,,12,7,5,0,0.5833,0.3195,2.05,0.1707,-8.2,10,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|oddstrader|vegasinsider,action|bettingpros_experts|oddstrader|vegasinsider,spread,DEN,,12,3,9,0,0.25,0.0889,-7.58,-0.689,-119.3,4,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|bettingpros_experts|oddstrader,bettingpros_5star|bettingpros_experts|oddstrader,moneyline,SAC,,12,6,6,0,0.5,0.2538,-1.11,-0.1013,-36.1,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|vegasinsider,bettingpros_experts|vegasinsider,spread,,,12,7,5,0,0.5833,0.3195,1.69,0.1412,-43.4,6,insufficient_sample,needs_more_sample
NBA,NBA|betql|dimers|vegasinsider,betql|dimers|vegasinsider,spread,CHI,,12,7,5,0,0.5833,0.3195,-2.76,-0.3446,-26.1,7,insufficient_sample,needs_more_sample
NBA,NBA|betql|dimers|oddstrader,betql|dimers|oddstrader,spread,team,,11,7,4,0,0.6364,0.3538,-0.81,-0.1007,-16.5,5,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|juicereel_sxebets,betql|covers|juicereel_sxebets,player_prop,UNDER,,10,8,2,0,0.8,0.4902,10.54,1.0539,-25.4,7,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|covers,action|bettingpros_experts|covers,spread,MEM,,10,4,6,0,0.4,0.1682,-4.51,-0.5637,-133.0,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros|bettingpros_experts|oddstrader,bettingpros|bettingpros_experts|oddstrader,moneyline,MIL,,10,4,6,0,0.4,0.1682,-1.77,-0.177,8.9,1,insufficient_sample,needs_more_sample
MLB,MLB|action|covers,action|covers,moneyline,,,10,5,5,0,0.5,0.2366,-1.76,-0.1956,-97.0,8,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|dimers|sportsline,action|betql|dimers|sportsline,spread,,,9,6,3,0,0.6667,0.3542,-1.86,-0.3716,0.3,3,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|covers|vegasinsider,action|bettingpros_experts|covers|vegasinsider,moneyline,ORL,,9,4,5,0,0.4444,0.1888,-1.88,-0.2348,5.0,4,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|oddstrader,action|betql|oddstrader,spread,HOU,,8,5,3,0,0.625,0.3057,-2.1,-0.526,-111.0,2,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|dimers,action|covers|dimers,total,OVER,,8,3,5,0,0.375,0.1368,-4.0,-0.6668,0.2,4,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_nukethebooks|sportsline,juicereel_nukethebooks|sportsline,player_prop,OVER,,8,7,1,0,0.875,0.5291,5.68,0.7096,-58.2,7,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|vegasinsider,action|betql|bettingpros_experts|vegasinsider,spread,PHX,,8,6,2,0,0.75,0.4093,1.51,0.2512,-84.6,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|bettingpros_experts,bettingpros_5star|bettingpros_experts,total,UNDER,,8,4,4,0,0.5,0.2152,0.62,0.078,100.1,0,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|vegasinsider,action|bettingpros_experts|dimers|vegasinsider,moneyline,LAL,,8,0,8,0,0.0,0.0,-8.36,-1.045,-80.0,5,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|sportsline|vegasinsider,action|covers|sportsline|vegasinsider,total,OVER,,7,4,3,0,0.5714,0.2505,-1.17,-0.233,-111.7,2,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|juicereel_nukethebooks,action|betql|juicereel_nukethebooks,player_prop,UNDER,,7,5,2,0,0.7143,0.3589,-0.98,-0.328,-31.3,3,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|dimers|vegasinsider,action|covers|dimers|vegasinsider,spread,LAC,,7,3,4,0,0.4286,0.1582,-2.04,-0.3408,-2.8,3,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|oddstrader,action|covers|oddstrader,moneyline,MIA,,7,4,3,0,0.5714,0.2505,-1.23,-0.2458,-70.6,5,insufficient_sample,needs_more_sample
NBA,NBA|action|juicereel_nukethebooks|juicereel_sxebets,action|juicereel_nukethebooks|juicereel_sxebets,player_prop,UNDER,,7,1,5,1,0.1667,0.0301,-5.01,-0.835,7.5,2,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|sportsline|vegasinsider,action|dimers|sportsline|vegasinsider,spread,,,6,0,6,0,0.0,0.0,-6.38,-1.0633,-120.8,2,insufficient_sample,needs_more_sample
NBA,NBA|juicereel_nukethebooks|oddstrader,juicereel_nukethebooks|oddstrader,player_prop,UNDER,,6,2,4,0,0.3333,0.0968,-2.56,-0.5118,-112.5,3,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|oddstrader,action|betql|bettingpros_experts|oddstrader,total,OVER,,6,4,2,0,0.6667,0.3,-0.0,-0.001,-33.3,1,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros|bettingpros_experts,action|bettingpros|bettingpros_experts,total,UNDER,,6,2,4,0,0.3333,0.0968,-3.05,-0.6108,-112.0,0,insufficient_sample,needs_more_sample
NBA,NBA|covers|juicereel_nukethebooks,covers|juicereel_nukethebooks,player_prop,OVER,,6,6,0,0,1.0,0.6097,4.19,0.8372,-65.0,3,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|sportsline|vegasinsider,action|bettingpros_experts|sportsline|vegasinsider,spread,CLE,,6,0,6,0,0.0,0.0,-6.29,-1.0483,-115.5,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|oddstrader,bettingpros_5star|oddstrader,moneyline,PHI,,6,2,4,0,0.3333,0.0968,-4.0,-1.0,,0,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|covers|dimers|oddstrader,action|bettingpros_experts|covers|dimers|oddstrader,spread,WAS,,6,2,4,0,0.3333,0.0968,-3.03,-0.6066,-1.5,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|covers|dimers|vegasinsider,bettingpros_experts|covers|dimers|vegasinsider,moneyline,OKC,,6,0,6,0,0.0,0.0,-6.43,-1.0717,-80.0,4,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|dimers,bettingpros_5star|dimers,moneyline,team,,6,0,6,0,0.0,0.0,-3.0,-0.5,955.2,4,insufficient_sample,needs_more_sample
MLB,MLB|covers,covers,moneyline,team,,6,2,4,0,0.3333,0.0968,-2.38,-0.3962,-81.7,6,insufficient_sample,needs_more_sample
NBA,NBA|sportscapping,sportscapping,spread,,,5,3,2,0,0.6,0.2307,-0.17,-0.0435,-112.3,3,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|dimers,action|betql|bettingpros_experts|dimers,total,UNDER,,5,2,3,0,0.4,0.1176,-1.97,-0.4913,-31.0,2,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|sportsline,action|covers|sportsline,spread,BOS,,5,3,2,0,0.6,0.2307,-0.92,-0.308,9.0,1,insufficient_sample,needs_more_sample
NBA,NBA|betql|covers|juicereel_nukethebooks,betql|covers|juicereel_nukethebooks,player_prop,OVER,,5,3,2,0,0.6,0.2307,0.76,0.152,33.0,3,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|bettingpros_experts|dimers|oddstrader,action|betql|bettingpros_experts|dimers|oddstrader,total,OVER,,5,4,1,0,0.8,0.3755,0.78,0.261,-116.3,2,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|oddstrader,betql|bettingpros_experts|oddstrader,player_prop,OVER,,5,3,2,0,0.6,0.2307,-0.09,-0.0213,-106.0,2,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_experts|dimers|sportsline,bettingpros_experts|dimers|sportsline,spread,IND,,5,1,4,0,0.2,0.0362,-3.69,-0.7374,-135.2,1,insufficient_sample,needs_more_sample
MLB,MLB|bettingpros_props,bettingpros_props,player_prop,UNDER,,5,4,1,0,0.8,0.3755,2.52,0.5046,-84.6,0,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|dimers|oddstrader,action|betql|dimers|oddstrader,spread,WAS,,4,0,4,0,0.0,0.0,-4.17,-1.0425,-140.0,1,insufficient_sample,needs_more_sample
NBA,NBA|covers|dimers|vegasinsider,covers|dimers|vegasinsider,moneyline,DET,,4,2,2,0,0.5,0.15,-0.26,-0.0648,-113.8,2,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|dimers|sportsline|vegasinsider,action|betql|dimers|sportsline|vegasinsider,spread,IND,,4,0,4,0,0.0,0.0,-4.12,-1.03,-108.0,2,insufficient_sample,needs_more_sample
NBA,NBA|betql|bettingpros_experts|dimers,betql|bettingpros_experts|dimers,total,UNDER,,4,2,2,0,0.5,0.15,-2.03,-1.015,-3.0,1,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros|bettingpros_experts,bettingpros|bettingpros_experts,total,OVER,,4,2,2,0,0.5,0.15,0.52,0.1312,76.2,1,insufficient_sample,needs_more_sample
NBA,NBA|dimers|juicereel_nukethebooks,dimers|juicereel_nukethebooks,player_prop,OVER,,4,2,2,0,0.5,0.15,-0.3,-0.0745,116.5,3,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|bettingpros_experts|dimers|oddstrader,bettingpros_5star|bettingpros_experts|dimers|oddstrader,moneyline,IND,,4,0,4,0,0.0,0.0,-2.21,-0.5525,654.7,2,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|oddstrader|sportsline,action|dimers|oddstrader|sportsline,spread,team,,4,1,3,0,0.25,0.0456,-2.23,-0.5577,-117.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|oddstrader,action|bettingpros_experts|dimers|oddstrader,spread,PHI,,4,3,1,0,0.75,0.3006,0.39,0.1297,-202.5,0,insufficient_sample,needs_more_sample
NBA,NBA|bettingpros_5star|bettingpros_experts|dimers,bettingpros_5star|bettingpros_experts|dimers,moneyline,MEM,,4,0,4,0,0.0,0.0,-1.0,-0.25,1084.5,3,insufficient_sample,needs_more_sample
NBA,NBA|oddstrader|sportsline|vegasinsider,oddstrader|sportsline|vegasinsider,spread,CHA,,4,4,0,0,1.0,0.5101,1.89,0.9465,-111.5,2,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|juicereel_unitvacuum,action|betql|juicereel_unitvacuum,spread,CHA,,4,2,2,0,0.5,0.15,-0.29,-0.098,-17.0,1,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|oddstrader|sportsline,action|bettingpros_experts|oddstrader|sportsline,spread,POR,,4,0,4,0,0.0,0.0,-4.07,-1.0175,-114.0,0,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|oddstrader|sportsline|vegasinsider,action|bettingpros_experts|dimers|oddstrader|sportsline|vegasinsider,spread,DET,,4,4,0,0,1.0,0.5101,2.99,0.998,-33.7,2,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|oddstrader|vegasinsider,action|bettingpros_experts|dimers|oddstrader|vegasinsider,spread,team,,4,0,4,0,0.0,0.0,-4.15,-1.0375,-47.0,2,insufficient_sample,needs_more_sample
NBA,NBA|action|dimers|juicereel_unitvacuum|vegasinsider,action|dimers|juicereel_unitvacuum|vegasinsider,spread,NOP,,4,4,0,0,1.0,0.5101,2.04,1.0195,4.5,2,insufficient_sample,needs_more_sample
NBA,NBA|action|covers|dimers|juicereel_unitvacuum|vegasinsider,action|covers|dimers|juicereel_unitvacuum|vegasinsider,spread,MIA,,4,4,0,0,1.0,0.5101,2.97,0.9907,-35.7,3,insufficient_sample,needs_more_sample
NBA,NBA|action|betql|dimers|juicereel_unitvacuum|oddstrader|sportsline|vegasinsider,action|betql|dimers|juicereel_unitvacuum|oddstrader|sportsline|vegasinsider,spread,NOP,,4,0,4,0,0.0,0.0,-4.04,-1.01,-5.0,2,insufficient_sample,needs_more_sample
NBA,NBA|covers|dimers|sportsline,covers|dimers|sportsline,player_prop,OVER,,4,0,4,0,0.0,0.0,-3.87,-0.9675,58.2,4,insufficient_sample,needs_more_sample
NBA,NBA|action|bettingpros_experts|dimers|juicereel_unitvacuum|sportsline|vegasinsider,action|bettingpros_experts|dimers|juicereel_unitvacuum|sportsline|vegasinsider,spread,ORL,,4,0,4,0,0.0,0.0,-4.43,-1.1075,-86.0,1,insufficient_sample,needs_more_sample
